Orthogroup	LORF_EL90.pep	SPU_peptide
OG0000707	TRINITY_DN5607_c0_g1_i6.p1, TRINITY_DN5607_c0_g1_i4.p1, TRINITY_DN5607_c0_g1_i8.p1	SPU_011629
OG0000708	TRINITY_DN6049_c0_g1_i4.p1, TRINITY_DN6049_c0_g1_i5.p1	SPU_001822, SPU_005495
OG0000709	TRINITY_DN6918_c0_g1_i4.p1, TRINITY_DN6918_c0_g1_i2.p1, TRINITY_DN6918_c0_g1_i8.p1	SPU_015466
OG0000710	TRINITY_DN7641_c0_g1_i6.p1, TRINITY_DN7641_c0_g1_i5.p1, TRINITY_DN7641_c0_g1_i7.p1	SPU_025108
OG0000711	TRINITY_DN8399_c3_g1_i4.p1, TRINITY_DN51449_c0_g1_i2.p1	SPU_016857, SPU_017479
OG0000712	TRINITY_DN9056_c0_g1_i1.p1	SPU_005234
OG0000712	TRINITY_DN9056_c0_g1_i5.p1	SPU_030015
OG0000713	TRINITY_DN9052_c0_g2_i1.p1	SPU_027105
OG0000713	TRINITY_DN9052_c0_g2_i1.p3	SPU_010868
OG0000714	TRINITY_DN9258_c0_g1_i6.p1	SPU_016374, SPU_010062, SPU_009354
OG0000715	TRINITY_DN9715_c0_g1_i10.p1, TRINITY_DN9715_c0_g1_i18.p1, TRINITY_DN9715_c0_g1_i5.p1	SPU_026076
OG0000716	TRINITY_DN9791_c0_g1_i5.p1, TRINITY_DN9791_c0_g1_i4.p1	SPU_000291, SPU_001592
OG0000717	TRINITY_DN9975_c0_g1_i6.p1	SPU_021032
OG0000717	TRINITY_DN4709_c1_g1_i1.p1	SPU_008786
OG0000718	TRINITY_DN9978_c0_g1_i5.p7	SPU_002953
OG0000718	TRINITY_DN107371_c0_g1_i1.p1	SPU_017813
OG0000719	TRINITY_DN10309_c0_g1_i4.p1, TRINITY_DN10309_c0_g1_i6.p1	SPU_006633, SPU_014851
OG0000720	TRINITY_DN10319_c0_g1_i3.p2, TRINITY_DN113578_c0_g1_i1.p2, TRINITY_DN10319_c0_g1_i1.p2	SPU_014074
OG0000721	TRINITY_DN11091_c1_g1_i9.p1, TRINITY_DN11091_c1_g1_i6.p1, TRINITY_DN11091_c1_g1_i8.p1	SPU_003278
OG0000722	TRINITY_DN11576_c0_g1_i2.p1	SPU_027622
OG0000722	TRINITY_DN11576_c0_g1_i4.p1	SPU_014670
OG0000723	TRINITY_DN12651_c0_g1_i7.p1, TRINITY_DN12651_c0_g1_i5.p1	SPU_005526, SPU_011735
OG0000724	TRINITY_DN13541_c1_g1_i1.p1, TRINITY_DN16528_c0_g1_i4.p1, TRINITY_DN16528_c0_g1_i3.p1	SPU_028631
OG0000725	TRINITY_DN14783_c1_g1_i1.p1, TRINITY_DN14783_c1_g1_i5.p1	SPU_005395, SPU_021369
OG0000726	TRINITY_DN15268_c0_g1_i1.p1	SPU_010495
OG0000726	TRINITY_DN15268_c0_g1_i5.p1	SPU_016504
OG0000727	TRINITY_DN15358_c0_g1_i2.p1	SPU_011708, SPU_020535, SPU_021140
OG0000728	TRINITY_DN15546_c0_g1_i6.p1, TRINITY_DN15546_c0_g1_i3.p1	SPU_008013, SPU_016337
OG0000729	TRINITY_DN15507_c0_g1_i1.p1	SPU_018319
OG0000729	TRINITY_DN15507_c0_g1_i5.p1	SPU_017410
OG0000730	TRINITY_DN15635_c0_g1_i2.p1, TRINITY_DN15635_c0_g1_i1.p1, TRINITY_DN16097_c0_g1_i4.p1	SPU_017305
OG0000731	TRINITY_DN15984_c1_g1_i9.p1, TRINITY_DN15984_c1_g1_i12.p1, TRINITY_DN15984_c1_g1_i13.p1	SPU_022680
OG0000732	TRINITY_DN16751_c0_g1_i3.p1, TRINITY_DN16751_c0_g1_i1.p1	SPU_001134, SPU_005105
OG0000733	TRINITY_DN17671_c0_g1_i6.p1, TRINITY_DN17671_c0_g1_i4.p1, TRINITY_DN17671_c0_g1_i8.p1	SPU_021927
OG0000734	TRINITY_DN18583_c0_g1_i9.p1, TRINITY_DN18583_c0_g1_i4.p1, TRINITY_DN18583_c0_g1_i2.p1	SPU_025833
OG0000735	TRINITY_DN19932_c0_g1_i5.p1	SPU_008268, SPU_023409, SPU_013071
OG0000737	TRINITY_DN21908_c0_g1_i4.p1	SPU_022169, SPU_009540, SPU_014919
OG0000738	TRINITY_DN22526_c0_g1_i4.p1	SPU_020756, SPU_018515, SPU_020753
OG0000739	TRINITY_DN22840_c0_g1_i8.p1, TRINITY_DN22840_c0_g1_i1.p1, TRINITY_DN22840_c0_g1_i2.p1	SPU_027903
OG0000740	TRINITY_DN23165_c0_g1_i3.p1, TRINITY_DN23165_c0_g1_i4.p1	SPU_002607, SPU_009962
OG0000741	TRINITY_DN24632_c0_g1_i5.p1, TRINITY_DN24632_c0_g1_i1.p1	SPU_010300, SPU_024672
OG0000742	TRINITY_DN25536_c0_g1_i2.p1, TRINITY_DN25536_c0_g1_i4.p1, TRINITY_DN25536_c0_g1_i3.p1	SPU_005192
OG0000743	TRINITY_DN25640_c0_g1_i7.p1, TRINITY_DN25640_c0_g1_i3.p1, TRINITY_DN25640_c0_g1_i4.p1	SPU_017154
OG0000744	TRINITY_DN26218_c0_g1_i5.p1, TRINITY_DN26218_c0_g1_i6.p2	SPU_011853, SPU_025838
OG0000745	TRINITY_DN26212_c0_g1_i4.p1, TRINITY_DN26212_c0_g1_i8.p1	SPU_006202, SPU_007801
OG0000746	TRINITY_DN27125_c0_g1_i5.p1, TRINITY_DN27125_c0_g1_i4.p1	SPU_027062, SPU_018525
OG0000747	TRINITY_DN27367_c0_g1_i7.p1	SPU_013667, SPU_023165, SPU_001907
OG0000748	TRINITY_DN27382_c0_g1_i7.p1	SPU_022414
OG0000748	TRINITY_DN27382_c0_g1_i7.p2	SPU_010557
OG0000749	TRINITY_DN28543_c0_g1_i2.p1	SPU_026784, SPU_003668, SPU_026785
OG0000750	TRINITY_DN81895_c0_g1_i1.p1, TRINITY_DN28570_c0_g1_i5.p1, TRINITY_DN37794_c0_g1_i4.p1	SPU_011642
OG0000751	TRINITY_DN30130_c0_g1_i1.p1	SPU_002874
OG0000751	TRINITY_DN30130_c0_g1_i4.p1	SPU_027053
OG0000752	TRINITY_DN32416_c0_g1_i6.p1	SPU_003170
OG0000752	TRINITY_DN31058_c0_g1_i1.p1	SPU_021131
OG0000753	TRINITY_DN33019_c0_g1_i5.p1	SPU_020515, SPU_021939, SPU_028472
OG0000754	TRINITY_DN33016_c0_g2_i1.p1	SPU_013830, SPU_001057, SPU_006592
OG0000755	TRINITY_DN34715_c0_g1_i1.p1, TRINITY_DN56143_c0_g1_i1.p1	SPU_018241, SPU_000859
OG0000756	TRINITY_DN34717_c0_g1_i3.p1, TRINITY_DN34717_c0_g1_i4.p1, TRINITY_DN34717_c0_g1_i2.p1	SPU_011206
OG0000757	TRINITY_DN34848_c0_g1_i1.p1	SPU_017203, SPU_002671, SPU_027787
OG0000758	TRINITY_DN58286_c0_g1_i1.p1, TRINITY_DN36848_c0_g1_i1.p1, TRINITY_DN15055_c1_g1_i1.p1	SPU_005559
OG0000759	TRINITY_DN38390_c0_g1_i1.p1	SPU_003492, SPU_020381, SPU_023168
OG0000760	TRINITY_DN39624_c0_g1_i8.p1, TRINITY_DN39624_c0_g1_i6.p1	SPU_019410, SPU_019411
OG0000761	TRINITY_DN88_c0_g1_i6.p1	SPU_002427
OG0000761	TRINITY_DN39614_c0_g1_i4.p1	SPU_017653
OG0000762	TRINITY_DN41982_c0_g1_i10.p1, TRINITY_DN41982_c0_g1_i1.p1, TRINITY_DN41982_c0_g1_i9.p1	SPU_021004
OG0000763	TRINITY_DN60563_c0_g1_i1.p1	SPU_017266
OG0000763	TRINITY_DN44635_c0_g1_i4.p2	SPU_018864
OG0000764	TRINITY_DN45143_c0_g1_i2.p1, TRINITY_DN45143_c0_g1_i1.p1	SPU_027689, SPU_017274
OG0000765	TRINITY_DN45148_c0_g1_i1.p1	SPU_001463
OG0000765	TRINITY_DN82895_c0_g1_i1.p1	SPU_017937
OG0000766	TRINITY_DN46231_c0_g1_i4.p1, TRINITY_DN46231_c0_g1_i5.p1	SPU_001740, SPU_024200
OG0000767	TRINITY_DN47702_c0_g1_i3.p1, TRINITY_DN47702_c0_g1_i2.p1, TRINITY_DN47702_c0_g1_i4.p1	SPU_007770
OG0000768	TRINITY_DN48006_c0_g1_i1.p1, TRINITY_DN107444_c0_g1_i1.p1, TRINITY_DN105687_c0_g1_i1.p1	SPU_020993
OG0000769	TRINITY_DN49422_c0_g1_i4.p1, TRINITY_DN49422_c0_g1_i1.p1	SPU_014954, SPU_009153
OG0000770	TRINITY_DN49567_c0_g1_i5.p1, TRINITY_DN49567_c0_g1_i2.p1	SPU_021376, SPU_017468
OG0000771	TRINITY_DN50180_c0_g1_i3.p1	SPU_017858, SPU_028269, SPU_019635
OG0000772	TRINITY_DN50423_c0_g1_i1.p1	SPU_015690, SPU_017718, SPU_014737
OG0000773	TRINITY_DN50985_c0_g1_i5.p1	SPU_020113, SPU_001868, SPU_001869
OG0000774	TRINITY_DN97605_c0_g1_i1.p1	SPU_015878
OG0000774	TRINITY_DN52188_c0_g1_i1.p1	SPU_008409
OG0000775	TRINITY_DN52357_c0_g1_i1.p1	SPU_013114
OG0000775	TRINITY_DN68165_c0_g1_i1.p1	SPU_007819
OG0000776	TRINITY_DN53534_c0_g1_i1.p1	SPU_002526, SPU_002527, SPU_002513
OG0000777	TRINITY_DN55659_c0_g1_i3.p1	SPU_024692, SPU_002652, SPU_010194
OG0000778	TRINITY_DN60277_c0_g1_i1.p1, TRINITY_DN60277_c0_g1_i3.p1, TRINITY_DN60277_c0_g1_i8.p1	SPU_028693
OG0000779	TRINITY_DN60477_c0_g1_i1.p1, TRINITY_DN60477_c0_g2_i1.p1	SPU_016704, SPU_026093
OG0000780	TRINITY_DN60997_c0_g1_i5.p1, TRINITY_DN60997_c0_g1_i4.p1	SPU_024879, SPU_011936
OG0000781	TRINITY_DN61207_c0_g1_i6.p1	SPU_030026, SPU_010583, SPU_025060
OG0000782	TRINITY_DN15043_c0_g1_i1.p1	SPU_007774
OG0000782	TRINITY_DN62046_c0_g1_i1.p1	SPU_007833
OG0000783	TRINITY_DN62005_c0_g1_i1.p2, TRINITY_DN62005_c0_g1_i4.p2, TRINITY_DN62005_c0_g1_i3.p2	SPU_005467
OG0000784	TRINITY_DN95185_c0_g1_i1.p1	SPU_020733
OG0000784	TRINITY_DN62005_c0_g1_i1.p4	SPU_001644
OG0000785	TRINITY_DN63024_c0_g1_i1.p2	SPU_028623, SPU_012180, SPU_026102
OG0000786	TRINITY_DN63700_c0_g2_i2.p1, TRINITY_DN63009_c0_g1_i2.p1, TRINITY_DN63009_c0_g1_i1.p1	SPU_012035
OG0000787	TRINITY_DN63249_c0_g1_i1.p1	SPU_005476, SPU_010983, SPU_014118
OG0000788	TRINITY_DN64393_c0_g1_i1.p1	SPU_011858, SPU_015493, SPU_012064
OG0000789	TRINITY_DN64463_c0_g1_i1.p1	SPU_017521, SPU_027720, SPU_021953
OG0000790	TRINITY_DN65020_c0_g1_i1.p1	SPU_015727
OG0000790	TRINITY_DN64988_c0_g1_i1.p1	SPU_026607
OG0000791	TRINITY_DN65068_c0_g1_i1.p1	SPU_021630
OG0000791	TRINITY_DN16050_c0_g1_i1.p1	SPU_026629
OG0000792	TRINITY_DN65023_c0_g1_i6.p1	SPU_000558, SPU_026110, SPU_003355
OG0000793	TRINITY_DN70056_c0_g1_i1.p1, TRINITY_DN111045_c0_g1_i1.p1, TRINITY_DN84266_c0_g1_i1.p2	SPU_017742
OG0000795	TRINITY_DN70404_c0_g1_i1.p2, TRINITY_DN108579_c0_g1_i1.p1, TRINITY_DN70404_c0_g1_i2.p2	SPU_007436
OG0000796	TRINITY_DN71506_c0_g1_i1.p1, TRINITY_DN71506_c0_g1_i2.p1	SPU_018168, SPU_027640
OG0000797	TRINITY_DN71865_c0_g1_i1.p1	SPU_007528, SPU_005429, SPU_005430
OG0000798	TRINITY_DN71936_c0_g1_i1.p1	SPU_027725, SPU_005068, SPU_023294
OG0000799	TRINITY_DN74270_c0_g1_i1.p1	SPU_024472, SPU_000829, SPU_020163
OG0000800	TRINITY_DN79393_c0_g1_i1.p1	SPU_012819, SPU_012666, SPU_025731
OG0000801	TRINITY_DN102988_c0_g1_i1.p1	SPU_028431
OG0000801	TRINITY_DN82197_c0_g1_i1.p1	SPU_028428
OG0000802	TRINITY_DN84452_c0_g1_i2.p1	SPU_012925
OG0000802	TRINITY_DN84452_c0_g1_i1.p1	SPU_019050
OG0000803	TRINITY_DN24532_c0_g1_i1.p1, TRINITY_DN24532_c0_g1_i4.p1, TRINITY_DN84458_c0_g1_i1.p1	SPU_018751
OG0000804	TRINITY_DN85303_c0_g1_i1.p1	SPU_004091, SPU_016475, SPU_011516
OG0000805	TRINITY_DN105755_c0_g1_i1.p1, TRINITY_DN87172_c0_g1_i2.p1, TRINITY_DN87172_c0_g1_i1.p1	SPU_005697
OG0000806	TRINITY_DN97049_c0_g1_i1.p1, TRINITY_DN87577_c1_g1_i2.p1	SPU_003617, SPU_016697
OG0000807	TRINITY_DN113737_c0_g1_i1.p1	SPU_005195
OG0000807	TRINITY_DN88123_c0_g1_i1.p1	SPU_005196
OG0000808	TRINITY_DN91248_c0_g1_i1.p1	SPU_005889, SPU_017560, SPU_013674
OG0000809	TRINITY_DN91986_c0_g1_i1.p1	SPU_021220, SPU_014396, SPU_004179
OG0000810	TRINITY_DN92348_c0_g1_i1.p1, TRINITY_DN34098_c0_g1_i1.p1	SPU_027948, SPU_022572
OG0000811	TRINITY_DN92949_c0_g1_i1.p1	SPU_021752, SPU_017652, SPU_021753
OG0000812	TRINITY_DN110578_c0_g1_i1.p1	SPU_004347
OG0000812	TRINITY_DN96993_c0_g1_i1.p1	SPU_015733
OG0000813	TRINITY_DN97561_c0_g1_i1.p1	SPU_017118, SPU_027324, SPU_027757
OG0000814	TRINITY_DN35992_c0_g2_i1.p1, TRINITY_DN99855_c0_g1_i1.p1	SPU_017911, SPU_017774
OG0000815	TRINITY_DN99836_c0_g1_i1.p1	SPU_015491, SPU_005588, SPU_006551
OG0000816	TRINITY_DN16_c0_g1_i4.p1, TRINITY_DN16_c0_g1_i6.p1	SPU_026009, SPU_017571
OG0000817	TRINITY_DN21_c0_g1_i1.p1	SPU_007354
OG0000817	TRINITY_DN21_c0_g1_i1.p2	SPU_018033
OG0000818	TRINITY_DN58_c0_g1_i6.p1, TRINITY_DN58_c0_g1_i7.p1, TRINITY_DN58_c0_g1_i9.p1	SPU_013452
OG0000819	TRINITY_DN367_c0_g1_i5.p1, TRINITY_DN367_c0_g1_i9.p1, TRINITY_DN367_c0_g1_i4.p1	SPU_013991
OG0000820	TRINITY_DN334_c0_g1_i7.p1, TRINITY_DN334_c0_g1_i6.p1	SPU_008419, SPU_027064
OG0000821	TRINITY_DN536_c0_g1_i14.p1	SPU_018831
OG0000821	TRINITY_DN536_c0_g1_i1.p1	SPU_006720
OG0000822	TRINITY_DN671_c0_g1_i11.p1	SPU_025208
OG0000822	TRINITY_DN671_c0_g1_i10.p1	SPU_025207
OG0000823	TRINITY_DN690_c0_g1_i2.p1	SPU_019208, SPU_014711, SPU_015647
OG0000824	TRINITY_DN626_c0_g1_i11.p1, TRINITY_DN626_c0_g1_i6.p1, TRINITY_DN626_c0_g1_i4.p1	SPU_015445
OG0000825	TRINITY_DN638_c0_g1_i8.p1, TRINITY_DN638_c0_g1_i1.p1, TRINITY_DN638_c0_g1_i6.p1	SPU_025030
OG0000826	TRINITY_DN712_c0_g1_i1.p1, TRINITY_DN712_c0_g1_i2.p1, TRINITY_DN712_c0_g1_i6.p1	SPU_018255
OG0000827	TRINITY_DN1284_c4_g1_i1.p1, TRINITY_DN1284_c0_g1_i6.p1, TRINITY_DN1284_c0_g1_i1.p1	SPU_008563
OG0000828	TRINITY_DN1216_c0_g1_i8.p1, TRINITY_DN1216_c0_g1_i9.p1, TRINITY_DN1216_c0_g1_i1.p1	SPU_009407
OG0000829	TRINITY_DN1237_c0_g1_i1.p1, TRINITY_DN1237_c0_g1_i10.p1, TRINITY_DN1237_c0_g1_i8.p1	SPU_000724
OG0000830	TRINITY_DN1320_c3_g1_i1.p1, TRINITY_DN1320_c3_g1_i5.p1, TRINITY_DN1320_c3_g1_i4.p1	SPU_020018
OG0000831	TRINITY_DN1314_c0_g1_i5.p1	SPU_018701
OG0000831	TRINITY_DN1314_c0_g1_i8.p1	SPU_012312
OG0000832	TRINITY_DN1302_c0_g1_i4.p1, TRINITY_DN1302_c0_g1_i6.p1	SPU_006906, SPU_023470
OG0000833	TRINITY_DN1808_c0_g1_i11.p1, TRINITY_DN1808_c0_g1_i8.p1, TRINITY_DN1808_c0_g1_i6.p2	SPU_022954
OG0000834	TRINITY_DN1863_c0_g1_i4.p1, TRINITY_DN1863_c0_g1_i6.p1	SPU_022017, SPU_022018
OG0000835	TRINITY_DN1882_c0_g1_i5.p1, TRINITY_DN1882_c0_g1_i4.p1	SPU_006345, SPU_006346
OG0000836	TRINITY_DN1975_c1_g1_i4.p1, TRINITY_DN1975_c1_g1_i2.p1	SPU_006854, SPU_007966
OG0000837	TRINITY_DN1932_c0_g1_i4.p1	SPU_013086, SPU_003874, SPU_010593
OG0000838	TRINITY_DN2470_c0_g1_i6.p1, TRINITY_DN2470_c0_g1_i1.p1, TRINITY_DN2470_c0_g1_i4.p1	SPU_018351
OG0000839	TRINITY_DN2412_c0_g1_i11.p1, TRINITY_DN2412_c0_g1_i1.p1, TRINITY_DN2412_c0_g1_i2.p1	SPU_012807
OG0000840	TRINITY_DN2468_c0_g1_i1.p1	SPU_007667
OG0000840	TRINITY_DN4257_c0_g1_i1.p1	SPU_016904
OG0000841	TRINITY_DN2494_c0_g1_i2.p1	SPU_009640
OG0000841	TRINITY_DN2494_c0_g1_i8.p1	SPU_009641
OG0000842	TRINITY_DN4131_c0_g1_i5.p1	SPU_012304
OG0000842	TRINITY_DN4131_c0_g1_i13.p1	SPU_015406
OG0000843	TRINITY_DN4295_c0_g1_i10.p1, TRINITY_DN4295_c0_g1_i4.p1	SPU_019054, SPU_022642
OG0000844	TRINITY_DN4264_c0_g1_i3.p1, TRINITY_DN4264_c0_g1_i4.p1	SPU_024104, SPU_027339
OG0000845	TRINITY_DN5240_c0_g1_i1.p1, TRINITY_DN5240_c0_g1_i4.p1, TRINITY_DN5240_c0_g1_i2.p1	SPU_023974
OG0000846	TRINITY_DN5277_c0_g1_i4.p1	SPU_017448, SPU_024239, SPU_010435
OG0000847	TRINITY_DN5293_c0_g1_i6.p1, TRINITY_DN5293_c0_g1_i5.p1, TRINITY_DN5293_c0_g1_i11.p1	SPU_004097
OG0000848	TRINITY_DN5486_c0_g1_i2.p1, TRINITY_DN5486_c0_g1_i4.p1, TRINITY_DN5486_c0_g1_i6.p1	SPU_012833
OG0000849	TRINITY_DN5417_c0_g1_i1.p1, TRINITY_DN5417_c0_g1_i8.p1	SPU_001927, SPU_008123
OG0000850	TRINITY_DN5730_c0_g1_i7.p1	SPU_002110
OG0000850	TRINITY_DN5730_c0_g1_i6.p1	SPU_024596
OG0000851	TRINITY_DN5865_c0_g1_i5.p1, TRINITY_DN5865_c0_g1_i6.p1, TRINITY_DN5865_c0_g1_i2.p1	SPU_000486
OG0000852	TRINITY_DN5807_c0_g1_i6.p5, TRINITY_DN5807_c0_g1_i4.p4, TRINITY_DN56330_c0_g1_i5.p2	SPU_028785
OG0000853	TRINITY_DN5825_c0_g1_i19.p1, TRINITY_DN5825_c0_g1_i16.p1, TRINITY_DN5825_c0_g1_i11.p1	SPU_000094
OG0000854	TRINITY_DN5922_c0_g1_i6.p1, TRINITY_DN5922_c0_g1_i10.p1, TRINITY_DN5922_c0_g1_i8.p1	SPU_016410
OG0000855	TRINITY_DN6104_c0_g1_i4.p1, TRINITY_DN6104_c0_g1_i1.p1	SPU_022743, SPU_030033
OG0000856	TRINITY_DN6592_c1_g1_i6.p1	SPU_030065, SPU_022373, SPU_025278
OG0000857	TRINITY_DN7058_c0_g1_i6.p1, TRINITY_DN7058_c0_g1_i7.p1, TRINITY_DN7058_c0_g1_i4.p1	SPU_001262
OG0000858	TRINITY_DN7203_c0_g1_i1.p1, TRINITY_DN7203_c0_g1_i5.p1, TRINITY_DN7203_c0_g1_i9.p1	SPU_000908
OG0000859	TRINITY_DN7335_c0_g2_i1.p1	SPU_020777, SPU_024972, SPU_028808
OG0000860	TRINITY_DN7599_c1_g1_i2.p1, TRINITY_DN7599_c1_g1_i5.p1, TRINITY_DN7599_c1_g1_i1.p1	SPU_020201
OG0000861	TRINITY_DN7528_c0_g1_i15.p1, TRINITY_DN7528_c0_g1_i7.p1	SPU_009774, SPU_002064
OG0000862	TRINITY_DN7820_c0_g1_i10.p1, TRINITY_DN7820_c0_g1_i1.p1	SPU_019665, SPU_024019
OG0000863	TRINITY_DN7825_c0_g1_i8.p1	SPU_004412
OG0000863	TRINITY_DN7825_c0_g1_i5.p1	SPU_021495
OG0000864	TRINITY_DN7875_c1_g1_i4.p1, TRINITY_DN7875_c1_g1_i9.p1, TRINITY_DN7875_c1_g1_i4.p2	SPU_021196
OG0000865	TRINITY_DN7871_c0_g1_i6.p1, TRINITY_DN7871_c0_g1_i10.p1	SPU_016285, SPU_016293
OG0000866	TRINITY_DN7994_c0_g1_i6.p1	SPU_021340
OG0000866	TRINITY_DN7994_c0_g1_i10.p1	SPU_021341
OG0000867	TRINITY_DN8715_c0_g1_i2.p1, TRINITY_DN8715_c0_g1_i7.p1, TRINITY_DN8715_c0_g1_i4.p1	SPU_024768
OG0000868	TRINITY_DN8740_c0_g1_i4.p1, TRINITY_DN8740_c0_g1_i3.p1	SPU_020196, SPU_004606
OG0000869	TRINITY_DN8963_c0_g1_i10.p1	SPU_022787
OG0000869	TRINITY_DN8963_c0_g1_i8.p1	SPU_008820
OG0000870	TRINITY_DN10193_c0_g1_i7.p1	SPU_018113
OG0000870	TRINITY_DN10193_c0_g1_i5.p1	SPU_016798
OG0000871	TRINITY_DN11671_c0_g1_i3.p1	SPU_004217
OG0000871	TRINITY_DN10195_c0_g1_i1.p1	SPU_027251
OG0000872	TRINITY_DN10190_c0_g1_i4.p1, TRINITY_DN10190_c0_g1_i6.p1	SPU_006872, SPU_006433
OG0000873	TRINITY_DN10191_c0_g1_i21.p1, TRINITY_DN10191_c0_g1_i13.p1, TRINITY_DN10191_c0_g1_i10.p1	SPU_015697
OG0000874	TRINITY_DN10150_c0_g1_i5.p1, TRINITY_DN10150_c0_g1_i3.p1	SPU_007156, SPU_027042
OG0000875	TRINITY_DN10825_c0_g1_i5.p1, TRINITY_DN10825_c0_g1_i12.p1, TRINITY_DN10825_c0_g1_i7.p1	SPU_015448
OG0000876	TRINITY_DN11659_c0_g1_i7.p1, TRINITY_DN11659_c0_g1_i5.p1	SPU_011860, SPU_008844
OG0000877	TRINITY_DN12313_c2_g1_i1.p1, TRINITY_DN12313_c2_g1_i4.p1, TRINITY_DN12313_c2_g1_i3.p1	SPU_003403
OG0000878	TRINITY_DN12596_c0_g1_i4.p1, TRINITY_DN12596_c0_g1_i3.p1	SPU_012543, SPU_011268
OG0000879	TRINITY_DN12537_c0_g1_i6.p1	SPU_012581, SPU_017204, SPU_017205
OG0000880	TRINITY_DN13068_c0_g1_i4.p1, TRINITY_DN13068_c0_g1_i7.p1	SPU_007582, SPU_022882
OG0000881	TRINITY_DN13000_c1_g1_i7.p1	SPU_009653, SPU_017523, SPU_011471
OG0000882	TRINITY_DN13232_c0_g2_i1.p1	SPU_021320, SPU_000160, SPU_027988
OG0000883	TRINITY_DN13230_c0_g1_i7.p1, TRINITY_DN13230_c0_g1_i3.p1, TRINITY_DN13230_c0_g1_i11.p1	SPU_001046
OG0000884	TRINITY_DN13286_c0_g1_i11.p1	SPU_008180
OG0000884	TRINITY_DN13286_c0_g1_i3.p1	SPU_008179
OG0000885	TRINITY_DN13814_c0_g1_i1.p1	SPU_028239, SPU_026055, SPU_026352
OG0000886	TRINITY_DN14117_c0_g1_i1.p2, TRINITY_DN14117_c0_g1_i1.p1, TRINITY_DN14117_c0_g1_i2.p1	SPU_014550
OG0000887	TRINITY_DN14191_c0_g1_i7.p1, TRINITY_DN14191_c0_g1_i4.p1	SPU_026358, SPU_009234
OG0000888	TRINITY_DN14122_c0_g1_i4.p1, TRINITY_DN14122_c0_g1_i6.p1, TRINITY_DN14122_c0_g1_i5.p1	SPU_008395
OG0000889	TRINITY_DN14655_c0_g1_i5.p1, TRINITY_DN14655_c0_g1_i14.p1, TRINITY_DN14655_c0_g1_i11.p1	SPU_021971
OG0000890	TRINITY_DN15022_c0_g1_i2.p1, TRINITY_DN15022_c0_g1_i4.p1, TRINITY_DN15022_c0_g1_i7.p1	SPU_025356
OG0000891	TRINITY_DN15020_c0_g1_i5.p1, TRINITY_DN15020_c0_g1_i8.p1, TRINITY_DN15020_c0_g1_i4.p1	SPU_025086
OG0000892	TRINITY_DN16020_c0_g1_i15.p1, TRINITY_DN16020_c0_g1_i7.p1, TRINITY_DN16020_c0_g1_i1.p1	SPU_009272
OG0000893	TRINITY_DN16333_c0_g1_i5.p1, TRINITY_DN16333_c0_g1_i2.p1	SPU_015590, SPU_014252
OG0000894	TRINITY_DN16574_c0_g1_i5.p1, TRINITY_DN16574_c0_g1_i4.p1	SPU_024791, SPU_025764
OG0000895	TRINITY_DN16856_c0_g1_i5.p1	SPU_017239, SPU_012439, SPU_005182
OG0000896	TRINITY_DN17587_c0_g1_i4.p1, TRINITY_DN17587_c0_g1_i2.p1, TRINITY_DN17587_c0_g1_i1.p1	SPU_025840
OG0000897	TRINITY_DN18122_c0_g1_i3.p1, TRINITY_DN18122_c0_g1_i8.p1	SPU_014305, SPU_027401
OG0000898	TRINITY_DN18761_c0_g2_i1.p1, TRINITY_DN18761_c0_g2_i2.p1	SPU_003688, SPU_017933
OG0000899	TRINITY_DN19057_c0_g1_i1.p1	SPU_003511
OG0000899	TRINITY_DN107693_c0_g1_i1.p1	SPU_019155
OG0000900	TRINITY_DN20380_c0_g1_i5.p1, TRINITY_DN20380_c0_g1_i4.p1	SPU_007876, SPU_022990
OG0000901	TRINITY_DN20662_c0_g1_i2.p1, TRINITY_DN20662_c0_g1_i5.p1, TRINITY_DN20662_c0_g1_i8.p1	SPU_008603
OG0000902	TRINITY_DN23727_c0_g1_i9.p1, TRINITY_DN23727_c0_g1_i7.p1, TRINITY_DN23727_c0_g1_i2.p1	SPU_028677
OG0000903	TRINITY_DN23763_c0_g1_i2.p1	SPU_015831, SPU_025145, SPU_002887
OG0000904	TRINITY_DN24540_c1_g1_i1.p1, TRINITY_DN24540_c1_g1_i4.p1, TRINITY_DN24540_c1_g1_i10.p1	SPU_025140
OG0000905	TRINITY_DN25280_c0_g1_i12.p1, TRINITY_DN25280_c0_g1_i7.p1	SPU_014350, SPU_017593
OG0000906	TRINITY_DN25388_c0_g1_i10.p1, TRINITY_DN25388_c0_g1_i1.p1, TRINITY_DN25388_c0_g1_i6.p1	SPU_024980
OG0000907	TRINITY_DN25992_c0_g1_i7.p1, TRINITY_DN25992_c0_g1_i4.p1, TRINITY_DN25992_c0_g1_i2.p1	SPU_014718
OG0000908	TRINITY_DN26463_c0_g1_i6.p1	SPU_006876, SPU_023723, SPU_007759
OG0000909	TRINITY_DN26991_c0_g1_i2.p1, TRINITY_DN26991_c0_g1_i1.p1, TRINITY_DN26991_c0_g1_i3.p1	SPU_025975
OG0000910	TRINITY_DN42480_c0_g1_i3.p2, TRINITY_DN27671_c0_g1_i2.p1, TRINITY_DN27671_c0_g1_i6.p1	SPU_017698
